text,cleaned_label
 quindi è inclusa nella mia promozione di base giusto sì se è  possibile per favore me lo togliersi ma riesco a recuperare il credito ,
 nient mi spiace proverò a cambiare gestore e magari trovo qualcosa di meglio grazie ciao ,
 se verifica per questa linea faccio pochissime telefonate e sfrutto poco internet per quelli che pago non va affatto bene si metta nei miei panni il servizio offerto non è proporzionato al costo ,
 in più ho parlato con un altro operatore ma mi è stato detto che l offerta è scaduta  nonostante io la vedoè extra 1 gb a 2 euro anziché 5 ,
 che sono solo servizi inutili che fregano soldi dato che non siete in grado di offrirmi una promozione decente ,
 ciao mi serve sapere cosa pago in più all offerta base in un alltro numero 3400000000 è il numero di mia mamma e non capisco perché è sempre senza credito ,
 ma i 5 euro di extra giga si può eliminare  cosa è vodafone esclusive  certo se nn è importante lo può disattivare ,
 una informazione ho finito gli sms devo mandare ancora sms posso attivare qualcosa altro ,
 mi scusi ma mi dice che ho attivo una soglia spesa di 60€ in cosa consiste non si preoccupi ,
 se non ricordo male il test di chiama test velocità di connessione  o qualcosa del genere si molto lenta ad esempio skygo non andava poi ho fatto uno speedtest online ed ho trovato ping100 donload 011mb e upload 021mb ,
 si ma non va la wifi e nemmeno il tel da almeno 5 mesi ,
 e un altra cosa come mai ho pagato  l sms se l ho inclusi nella mia offerta ,COUNTERS-PARTIAL-LEFT-SMS
 e solo per questo mese non c e niente che posso aggiungere  ,
 ho visto che il mese scorso mi sono stati addebbitati 15 € du servizi internet calindro non attivati da me voglio disabilitare questi servizi ,
 può attivarla lei ,
 sisi certo grazie mille ,
 grazie mille sisi certo ,
 capisco quindi non sara attivabile questa offerta ,COMMERCIAL_INFO-PROMO-LIST
 salve sono ora senza offerte attive e pagò a consumo posso riattivare flexi start per 4 settimane ora e cosa mi costa ,
 salve le chiedevo informazioni in merito al numero  3401709028 sempre in mio possesso é un abbonamento ho disdetto l offerta devo restituire anche il resto modem etc ci sono penali ,
 ciao ho un problema sulla chiavetta 3420006752 che offera c è attiva continuo a caricarla ma dura niente ,
 e mi avete detto che ho mandato un mms ma non è  così ,
 ok può succedere di perd qualcosa come fanno ad arrivarmi le vostre fatture se non avete il mio contratto ,
 mi diceva ancora su 7120gb una cosa cosi no no la scorrettezza non è mia i contatori non dicevano così non era chiaro ,Other
 sì non mi può attivare una copertura  quindi  ,Other
 salve ho sentito che attivate 1000 minuti  3gb a 7€ al mese ,
 salve vorrei attivare la christmas card ma non riesco potresti aiutarmi ,
 salve io ho una promozione vodafone flexi start e internet no me lo da ho provato qualsiasi cosa ,
 ciao ho terminato il giga della mia promozione c è qualche offerta per il mio numero  ,
 nell app non vedo nulla nemmeno la promozione attiva ,Other
 ciao buonasera vorrei sapere quando mi scade il vincolo di permanenza del piano relax conpleto cortesemente ,
 bhe non me le invento le offerte d ho letto anche su internet che effettivamente ce ci sara un modo per averla ,COMMERCIAL_INFO-PROMO-LIST
 ok puoi dirmi che promo ci sono dimmi tu non mandarmi link  ,
 quindi per la mia promozione per forza 15€ è giusto ,
 credo di avet disattivato il serviziopuoi confermarmelo posso chiedere il rimborso di questo addebito ,
 ciao  ho notato che il mio consumo di internet si è accelerato in modo anomalo negli ultimi mesi  nonostante non stia sempre in rete  ,
 e dove sto nn posso ricaricare comunque la vodafone e pessima su queste cose poteva farmi navigare x poi scalare sull rinnovo ,
 ok va bene come posso contattare chi si occupa del adsl ,
 sé me lo vuoi dire grazie si puoi chiamarmi adesso che sono liberama non dopo che c è mio marito no non lo puoi fare più che e arrivatoil mio compagno ,
 sono ancora in tempo allora  prima stavo vedendo un altra offerta mi sembra si chiamasse flexi avevo 400 minuti e 100mb a 1000€ ma con l aggiunta di 500 € potevo aver 1 gb ,
 perfetto l offerta con 1000 minuti e 3gb di internet si possono aggiungere poi altri giga ,
 questo sarebbe valido ma limitativo in passato mi han contattato verificato e rassicurato che era a posto ma sto ancora ricevendo lettere avrei bisogno di qualche evidenza scritta da parte vostra così che posso tenerla con me e rispondere a tono ed essere sicuro che la cosa è a posto comprendi valentina  ,
 stamattina con mio fratello ho comprato un i pad in un centro vodafone abbiamo ricevuto una sim ma ancora adesso non risulta attiva ,
 e mi ha detto cge mi avrebbe segnalata si io infatti le sono molto grata è solo che delle volte i problemi personali bisogna lasciarli fuori dal lavoro ,
 non me ne faccio nulla di un giorno gratuito ,
 cmq mi puoi riattivare l avviso di chiamata  ,
 voglio una offerta più conveniente cosa mi offrite ,
 no lo vista su my vodafone perché gli altri operatori me la passino a 10 euro e io non vorrei campiate operatore perché con vodafone mi trovo bene ,
 e quindi per non rischiare di nuovo devo disattivare imessage in tutti questi anni non mi hanno mai scalato soldi ,
 buon dì ,
 buona sera sto cercando di registrare il numero della mia ragazza sull app della vodafone ma non riesco ,
 non si può vedere se qualche contatore nn so o se qualche impostazione non è impostato corretamente non so ,Other
 puoi attivarla sul mio numero  ,Other
 sono all estero e non riesco a ricade in alcun modo ricaricare per questo non riesco ad usare la passport è molto urgenteho bisogno di usare il telefono per lavoro ci sono per caso dei problemi sui sistemi vodafone ,
 ho fatto una ricarica qualche giorno fa ed il credito è già esaurito non ho capito come ,Other
 non sono soddisfatto del servizio digitale che ho involontariamente attivato ieri posso averne il rimborso di € 3  ,
 ora non c è l ho a portata di mano xke sono fuori puoi aiutarmi lo stesso altrimenti ti contatto dopo quando torno ,
 dovrei pagare dal 1509 29€ al mese e telefonate gratis verso tutti i cell mente prima era solo verso i vodafone ma non è così dalle bollette ricevute sì esatto su linea fissa di casa ,
 ho sentito invece delle special 1000 può essere con rinnovo ogni 28 gg si ma non me ne farei nulla ,
 benevedremo cosa fare fino a quando si può attivare e con che costi ,
 buon pomeriggio volevo sapere se è ancor disponibile extra qui a 3 euro al mese extra 1gb ,
 a ok ma scalano i20 in un mese o ogni settimana devi assicurati di avere 5 euro nel tel perché ti rinnovano ,
 ok dai allora procedi 19€ giusto ,
 buon giorno vorrei cambiare metodo di pagamento della bolletta vodafon mi puo dare il numero a cui chiamare ,
 buongiorno volevo sapere come faccio a togliere il giga più che ho ,
 ieri mi sono recata in un centro vodafone ho sostituito la vecchia sim 64k con una 128k 4g oggi mi hanno attivato la promo under 30 però io non navigo in 4g ,
 la sua collega mi ha detto che era per la linea fissa e mi ha suggerito di chiamare al 190 per linea fissa dove mi hanno spiegato che la causa é insoluto contratto rateizzazione contratto 014607980 normalmente quando si fa un adebbito si deve spiegare il perché con una comunicazione ,
 scherzavo non cambio per internet  posso vivere anche cosi ciao ,
 x poter cambiare promozione k devo faretenere solo una promozionetipo la tutto illimitato nn si può attivare ,
 sì però voglio sapere quanto mi prende di tutte le promozioni ,Other
 se l offerta di mio figlio puoi estenderla anche a me me l hanno offerta a 15 euro ma sono troppi ,
 si si ci sono ciao maria  io volevo sapere se potevi far ripartire la mia promozione sul rout wifi ,
 non mi sembri molto informata ,
 buongiorno mi chiedevo se è possibile cambiare il mio numero ,Other
 grazie delle info un ultima cosa volevo chiederle se potete disattivare anche il servizio chiama ora di vodafone ,
 ho una chiavetta wi fi ma non riesco a leggere i msg che mi sono stati inviati dal pc xkè nn me lo fa aprire immettendo la psw ,
 ciaoho un problema con la mia  saponettà vodafone non riesco ad accedere ad internet ,
 quindi volendo posso avere 5gb gratis poi al rinnovo tornare alla vecchia promo in tal caso faccio così ,
 ciao  ho terminato il mio  unico  giga di internet  e me ne servono altri ,
 buongiorno ho una scheda dati a mio nome vorrei sapere  il numero per fare una ricarica ,
 sentirò a questo punto la apple  ma mi sembra strana la cosa  era già successo tempo fa quando mi trovavo in italia che mi venisse addebitata tale operazione ma un tuo collega mi aveva ridato il credito erroneamente scalato a suo dire  ,
 ciao ero al telefono  e mi è finito il credito eppure  ho minuti illimitati  cosa  è successo ,
 e ma a me comunque non va internet ora ,
 ok quindi l unico modo per attivarla è aspettare lo chiedo perché non sono un granché soddisfatto della mia attuale promozione e questa mi sembrava molto vantaggiosa ,
 io ho contattato il numero però non mi risponde nessuno lei è in grado di dirmi se è attivo  3492973624 ,
 però poi vorrei cambiare promozione perche mi servono i minuti di chiamate che ora non ho ,
 salve vorrei sapere perché non funziona la promozione a internet ,Other
 grazie a voi buona giornata ,
 buongiorno ho uns sim dati vorrei attivarr possibilmemte la promozione dej 5 gb quella di 10 euro ,
 quando faccio la ricarica su quel numero me lo deve dire se esiste o no ,Other
 quindi se non arriva l sms non posso usufruire di questa promo ,
 però io non ho potuto rispondere alle ottoperò domani alle otto non c è nessuno come sta storiae allora mi richiedi un appuntamento alle 20 per favoree a ,
 ah ok ok allora a questo punto aspetto 11 anche per i minuti così li sfrutterò per più tempo ,
 si lo no capito io no posso uzare internet fati mi attivare 1gb di novoerii io pagato 6evro ,
 io voglio la mail come qualche mese è possibile riavere questo servizio ,
 ma no sono collegato al modem sennò manco a sto servizio della chat potevo accedere non ho nessuna rete nonostante sul telefono mi dia le tacche e tutto ,
 ah ok perfetto però ne ho bisogno solamente per questo mese    ,Other
 buonasera e auguri vorrei avere quakche mb in piu cosa potrei fare ,
 ok senti mi è  arrivato ora un messaggio che dice non è  possibile attivare la smart 0 limits  per altre promozioni già  attive sul tuo numero mi è  arrivato ora ,
 ciao devo attivare la mia nuova sim e volevo sapere quando sarà attivata numero pratica a3478924 ,
 ciao potrei avere sos giga che ho quasi terminato i giga della mia offerta ,
 no non va provo a chiamare ed è inesistente ho fatto il codice che mi hai dato ed non cambia niente ,
 vorrei disattivare vodafone exclusive grazie ,
 quella di dicembre è l ultima pagata è da più di un semestre che non ricevo via email la fattura pago 45€mese per un servizio che non mi è assicuratovedi problemi con traffico dati e vodafone non è in grado di mandarmi una fattura via email come previsto dal contratto ,INVOICES-DUE_DATE-DUE_AMOUNT
 io però vorrei mettere deindospositivi fuori delpc collegati alla station in quel caso anche questi snoncoperti dallantivirus del pcanche se non passano via cavonpernil oc per il pc ,
 e la stessa cosa mi da linea ma nn fa chiamare e se mi chiamo con un altro tel risp la vodafone ,
 ho kiesto già prima ad un suo collega del fatto che volevo cambiare la mia tariffa base ma x adesso non ce nulla che mi soddisfa ,
 quindi dovrei avere ancora giga disponibili   ,
 3400000000 stanno finendo i giga disponibiliad essere sincera già mi avete dato un giga gratuito ma non so come mi sono rimasti 500megabite puoi aggiungermi giusto qualcosa gratuitamente ,
 salvevorrei sapere come mai ho terminato il credito e non posso più chiamare ,
 ok ho spento poi cosa faccio una volta k ho fatto la ricarica ,Other
 no io non voglio disattivarlo solo che ho guardato anche ora ma non trovo l accredito ,
 buongiorno 2 giorni fa mi è stata attivata la promozione di 1000 minuti 1000 messaggi e 4 giga ma nn riesco a visualizzare i contatori ,
 il 3febbraio se voglio al costo di 15 euro rinnovo sti 5 giga in piu ,
 buongiorno devo pagare l ultima fattura del numero 3452427297 ma i dati che mi avete inviato via sms sono relativi a una fattura di marzo e risulta già pagata per favore mi mandate gli estremi corretti per poterla pagare alla lottomatica grazie ,
 ps scusa gli errori ma non ho preso mano al nuovo cell mi puoi aiutare mia moglie ha la smart 200 ,
 poi un altra cosami potrebbe attivare extra 5 gb ggratuitamente come ha fatto il suo collega mi aveva detto che avrei potuto richiederlo ,
 ciaosto x terminare i gb e la mia promozione si riattiva tra 15 giorni circavolevo sapere se posso aggiungere un gb x arrivare alla scadenza ,
